TICKER;DATE;CLOSE;VOL;LOG_PRICE;PROFITABILITY;LOG_PROFITABILITY;LOG_VOL;RELATIVE_PRICE
Система ао;05.01.2015;12.25;16528100.0;2.505525936990736;0.009795918367346876;0.009748249413660436;16.620572520662073;0.1771274547554871
Система ао;06.01.2015;12.37;11048000.0;2.5152741864043966;0.018593371059013777;0.018422627553035857;16.217759974071264;0.18174817096649978
Система ао;08.01.2015;12.6;20593200.0;2.533696813957432;0.0007936507936507767;0.0007933360193958741;16.840471482178394;0.19060454370427415
Система ао;09.01.2015;12.61;10607500.0;2.534490149976828;-0.0380650277557493;-0.038808427020869285;16.177071856058618;0.1909896033885252
Система ао;12.01.2015;12.13;10072400.0;2.495681722955959;0.009892827699917495;0.009844214034777175;16.125309567976515;0.17250673854447443
Система ао;13.01.2015;12.25;11034800.0;2.505525936990736;0.028571428571428543;0.028170876966696224;16.2165644733583;0.1771274547554871
Система ао;14.01.2015;12.6;13316400.0;2.533696813957432;-0.004761904761904801;-0.004773278752657771;16.404506916276656;0.19060454370427415
Система ао;15.01.2015;12.54;13584500.0;2.5289235352047745;-0.008771929824561358;-0.008810629682154807;16.424439994865292;0.18829418559876776
Система ао;16.01.2015;12.43;8734600.0;2.5201129055226197;0.004022526146420009;0.004014457418661868;15.982802707714136;0.18405852907200615
Система ао;19.01.2015;12.48;7672200.0;2.5241273629412815;0.0016025641025640682;0.0016012813669738276;15.853113964027315;0.18598382749326148
Система ао;20.01.2015;12.5;6353500.0;2.5257286443082556;0.010400000000000062;0.010346292054144267;15.664516400126725;0.18675394686176358
Система ао;21.01.2015;12.63;10612400.0;2.5360749363624;0.0768012668250197;0.07399485637960655;16.177533686706933;0.19175972275702735
Система ао;22.01.2015;13.6;56718600.0;2.6100697927420065;0.0014705882352940864;0.001469507979359978;17.853612757231904;0.22911051212938002
Система ао;23.01.2015;13.62;26825100.0;2.611539300721366;-0.052863436123347936;-0.05431198935373984;17.104848574339886;0.22988063149788213
Система ао;26.01.2015;12.9;13836000.0;2.5572273113676265;-0.013953488372093;-0.014051753455650302;16.442784449039195;0.20215633423180593
Система ао;27.01.2015;12.72;23127200.0;2.543175557911976;-0.025157232704402538;-0.0254790853009849;16.95651997197284;0.1952252599152869
Система ао;28.01.2015;12.4;19919600.0;2.517696472610991;0.027419354838709664;0.02705017753302604;16.807214729597828;0.18290335001925298
Система ао;29.01.2015;12.74;19974400.0;2.5447466501440172;0.04631083202511773;0.045270484046600036;16.80996201161854;0.195995379283789
Система ао;30.01.2015;13.33;23638600.0;2.5900171341906173;0.054013503375844006;0.052605261589137496;16.978391527090295;0.21871390065460147
Система ао;02.02.2015;14.05;32286300.0;2.642622395779755;0.09608540925266901;0.09174511363982872;17.29015354960961;0.24643819792067773
Система ао;03.02.2015;15.4;58529800.0;2.7343675094195836;0.08766233766233764;0.08403074885149187;17.88504658421048;0.2984212552945707
Система ао;04.02.2015;16.75;51580100.0;2.8183982582710754;-0.03283582089552243;-0.033387016032737055;17.75864649715154;0.3504043126684636
Система ао;05.02.2015;16.2;53542400.0;2.785011242238338;0.018518518518518563;0.018349138668196617;17.795984421349907;0.32922603003465534
Система ао;06.02.2015;16.5;26629800.0;2.803360380906535;0.06666666666666675;0.06453852113757116;17.097541447435212;0.34077782056218714
Система ао;09.02.2015;17.6;73765700.0;2.8678989020441064;0.013636363636363547;0.013544225107757034;18.116404411884115;0.3831343858298037
